xbox-y                                  \ufdc8
yin-yang                                \uf785
zeppelin                                \ufdc7
zoom                                    \uf787
zoom-cancel                             \ufdc6
zoom-check                              \uf786
zoom-code                               \ufdc5
zoom-exclamation                        \ufdc4
zoom-in                                 \uf789
zoom-in-area                            \uf788
zoom-money                              \ufdc3
zoom-out                                \uf78a
zoom-out-area                           \ufdc2
zoom-pan                                \ufdc1
zoom-question                           \ufdc0
zoom-scan                               \ufdbf
